CbRt,SGZ,P,Q,CrRl,AbRl,DfClb,DfRlRt,DfDfClb,ST1,ST2,ST3,ST4,DfST1,DfST2,DfST3,DfST4,Sa,Target
-543,17,-0.1,0.12,1.2,-11,-10,-0.012,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.016
253,-37,0.41,0.15,1,-15,-2,-0.004,-0.4,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.047
-142,-15,-0.42,0.06,-1,-14,4,0.015,-0.2,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.018
-60,-9,-0.18,0.08,0,-7,1,0.009,-1.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.026
-336,4,0.54,0.22,-1.1,-11,-20,0.007,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
154,-15,-0.11,-0.02,-0.6,-6,3,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
139,-5,-0.02,0.01,-1.1,-7,1,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-193,-15,-0.21,-0.01,0.3,-8,3,0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.023
-403,0,-0.03,0.1,0.1,-9,-9,-0.012,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
-116,-21,0.16,-0.02,-1.1,-9,8,0.005,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
192,-15,0.15,-0.08,-1,-10,12,0.013,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
19,-19,-0.06,0.09,1.2,-18,6,0,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.03
80,3,0.23,0.01,-0.4,-6,0,0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-309,-31,-0.08,0.02,-1.1,-15,7,0.022,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
171,-12,0.17,-0.07,0.4,-7,9,0.006,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-198,-42,-0.36,-0.01,0.1,-11,6,0.007,-0.8,-0.0004,-0.0005,-0.0005,-0.0006,0.0001,0,0.0001,0,-0.0006,0.02
-356,2,0.11,0.09,0.8,-12,-4,0.004,-0.6,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
87,-14,0.27,0.03,0.8,-5,-3,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.017
-158,3,-0.18,0.12,-0.2,-12,-7,0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
-114,-11,-0.35,0.07,0.3,-7,-7,-0.02,0.2,-0.0005,-0.0006,-0.0006,-0.0008,0.0001,0,0.0001,0,-0.0008,0.017
209,-59,0.25,-0.08,-0.4,-8,11,0.013,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
665,-28,-0.2,-0.2,-0.5,-6,23,0.009,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
191,-37,-0.17,0.05,-1.4,-13,0,0.018,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-69,-59,-0.39,0.06,0.3,-13,1,0.002,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.034
-172,7,0.21,0.05,0.6,-5,-5,0.001,-0.1,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.017
272,-5,0.03,0.11,1.2,-8,-8,0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.022
-541,13,-0.15,0.07,0.7,-5,-15,-0.005,0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-93,-9,0.36,0.02,-0.5,-6,-2,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
-64,-16,0.2,0.12,0,-7,-12,-0.009,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
-505,2,-0.07,0.09,0,-8,-9,-0.006,0,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.045
55,-53,-0.32,-0.06,0.5,-12,11,-0.005,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
-46,-15,-0.34,0.04,1.2,-8,7,-0.009,-0.8,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,0.019
292,-36,-0.31,-0.12,0.1,-6,14,0.012,0.2,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.017
258,-42,0.28,0.03,0.8,-11,3,0.002,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.033
-148,-22,0.01,0.19,-0.7,-15,-9,0.009,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.03
-202,-28,-0.72,0.06,-0.2,-15,5,-0.019,0.5,-0.001,-0.0013,-0.0013,-0.0013,0.0002,0,0,0,-0.0013,0.017
-399,2,-0.44,0.07,0.2,-13,0,-0.019,-0.2,-0.0009,-0.0011,-0.0011,-0.0011,0.0002,0,0.0001,0,-0.0011,0.019
72,-5,-0.4,-0.04,-0.8,-8,6,-0.003,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-135,-15,-0.14,0.09,1,-5,-9,0.003,0.2,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0002,0,-0.0003,0.02
-62,-11,-0.03,0.02,0.1,-12,7,0.001,-1.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.019
-124,2,0.3,0.24,-2.1,-21,-6,0.027,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
256,-6,-0.24,0.02,-0.5,-12,4,-0.009,0,-0.0008,-0.0008,-0.0008,-0.0009,0.0001,0,0.0001,0,-0.0009,0.019
167,-7,0.26,0.15,-0.2,-19,1,0.014,-0.1,-0.0011,-0.0009,-0.0009,-0.0009,-0.0003,0,0,0,-0.0009,0.019
-127,-10,0.01,0.18,-0.8,-16,-7,-0.004,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.026
-145,12,0.18,0.22,0.9,-11,-20,-0.006,-0.1,-0.0008,-0.0007,-0.0007,-0.0008,-0.0002,0,0,0,-0.0008,0.021
-34,-20,-0.06,0.12,1.6,-5,-16,-0.023,-1.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
335,-37,0.02,0.23,-0.3,-12,-16,0.007,-2.7,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.024
-68,-8,-0.55,0.24,-1.3,-21,-4,0.025,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.021
-383,-7,0.23,0.32,0,-17,-17,-0.01,0.1,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,0.036
-219,-19,0.56,0.21,0.7,-19,-3,-0.005,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,-0.0002,0,0,0,-0.0012,0.022
156,-45,-0.34,-0.12,-1.2,-8,13,0.018,0.4,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.019
-128,-47,-0.82,0.18,-0.2,-18,-5,0.004,0.6,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.031
52,-5,-0.13,-0.05,-0.6,-8,7,0,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.022
-137,-56,0.23,0.05,0.4,-13,2,-0.019,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.015
319,-10,0.49,0.14,0.7,-14,-8,0.008,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.022
-318,8,0.08,0.05,0.8,-6,-12,-0.017,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
164,-49,0.01,0.08,0.3,-13,1,-0.014,0,-0.0019,-0.002,-0.002,-0.002,0.0001,0,0,0,-0.002,0.046
18,-8,0.1,-0.12,-0.2,-6,21,0.005,-2.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
98,-68,-0.1,-0.12,-0.1,-6,13,-0.007,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
168,9,-0.11,0.21,-0.6,-7,-5,0.003,-5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.024
1,15,0.28,0.18,-1.4,-17,-6,0.013,0.4,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.028
-170,-21,0.24,0.1,-1.4,-8,-9,0.001,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-548,-40,-0.23,-0.12,0.8,-8,4,-0.002,2,-0.0006,-0.0005,-0.0005,-0.0005,-0.0001,0,0,0,-0.0005,0.015
-85,-67,-0.13,0.21,0.7,-9,-22,-0.022,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.017
-184,-8,-0.17,0.08,-0.2,-10,-6,0.001,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
-67,-8,-0.5,0.09,-0.8,-12,-5,0.008,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.021
-160,16,-0.57,0.28,0.3,-10,-27,-0.014,-0.2,-0.0007,-0.0008,-0.0008,-0.0009,0.0001,0,0.0001,0,-0.0009,0.023
353,-2,0.11,-0.09,-1,-13,16,0.019,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
17,-19,0.26,0.02,-0.4,-6,-2,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.02
-193,-20,-0.43,0.07,1.8,-12,-5,-0.027,0.5,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.018
143,20,-0.11,0.14,-0.8,-17,-3,0.001,-0.1,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.02
-166,-37,0.07,0.06,1.2,-13,0,0.01,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
-298,-25,-0.08,0.14,1.1,-12,-8,-0.012,-0.7,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0,0,0,-0.0009,0.019
179,-11,-0.03,0.05,-2.4,-18,10,0.02,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.023
-437,16,-0.36,0.11,0.5,-12,3,-0.008,-1.7,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
129,-47,-0.3,0.08,2.3,-10,-5,-0.035,-0.3,-0.0011,-0.0011,-0.0011,-0.0012,0.0001,0,0.0001,0,-0.0012,0.02
32,2,0.2,0.14,0.6,-12,-12,-0.004,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.021
-305,-24,-0.11,0.03,1.1,-5,-3,-0.012,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
220,-63,0.42,0.18,-0.5,-18,1,0.014,-0.2,-0.0016,-0.0013,-0.0013,-0.0013,-0.0004,0,0,0,-0.0013,0.039
-222,-12,0.37,0.05,0.1,-6,-5,0.003,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-504,-24,0.7,0.13,-0.2,-13,-12,-0.003,1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
109,-9,-0.1,-0.04,-0.5,-11,12,0.003,-1.1,-0.0016,-0.0014,-0.0014,-0.0014,-0.0003,0,0,0,-0.0014,0.045
82,-29,0.21,-0.03,-2.3,-8,5,0.011,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.033
-102,-53,-0.48,0.15,-1.1,-17,-2,0.014,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.021
41,-25,0.33,-0.02,-0.4,-6,3,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
-141,-8,0.24,0.24,-0.7,-20,-8,0.015,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.021
184,42,-0.03,0.1,0.1,-10,-8,-0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
630,-43,-0.45,0.07,1.2,-11,4,-0.02,-0.4,-0.0013,-0.0014,-0.0014,-0.0016,0.0001,0,0.0002,0,-0.0016,0.035
-43,-37,0.3,0.1,0.9,-13,-4,-0.009,0,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
-95,-11,0.46,0.03,-1.3,-8,5,0.017,-0.5,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.032
-171,-13,-0.92,0.05,1.1,-13,2,-0.046,0.3,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.023
-40,-30,-0.03,-0.07,-1.4,-8,11,0.012,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0,0,0,-0.0003,0.017
-240,-28,0.66,0.08,0.8,-12,1,-0.008,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
-166,-35,0.3,-0.04,-0.4,-14,0,0.012,0.9,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,0.068
-106,-7,0.21,-0.01,-2.1,-15,11,0.039,-0.5,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.026
360,-15,0.01,-0.16,-0.4,-9,20,0.012,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
-50,-9,0.09,0.15,-1.1,-21,7,0.018,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.034
-138,-9,0.36,0.01,0.3,-13,3,0.007,1.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
294,-3,-0.24,-0.02,-1.5,-7,3,0.008,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-121,-10,0.36,0.06,0.4,-7,1,0,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
322,9,-0.25,-0.02,-1,-12,1,0.023,2.8,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-254,-12,0.26,-0.02,0.6,-6,3,-0.003,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
7,-20,-0.13,-0.03,-0.7,-7,4,0.003,0,-0.0003,-0.0003,-0.0003,-0.0004,0,0,0,0,-0.0004,0.018
181,5,-0.26,-0.04,-1.1,-13,11,0.006,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
137,-11,0.05,-0.05,0.4,-6,6,0.001,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
266,1,-0.1,0.07,-0.7,-7,-5,0.001,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.027
10,5,-0.1,0.12,-0.4,-7,-12,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
97,-3,-0.56,0.04,-0.3,-13,-5,-0.008,1.8,-0.0007,-0.001,-0.001,-0.001,0.0003,0,0,0,-0.001,0.018
358,0,-0.05,-0.04,-0.6,-13,10,0.006,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
185,-8,0.19,0.12,0.6,-10,-10,0.004,0.2,-0.0006,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.024
-119,-3,-0.06,0.21,0.2,-13,-15,-0.003,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
-210,17,0.17,0.05,0.6,-5,-5,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
297,15,0.17,0.09,0.2,-9,-14,-0.004,0.8,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
91,-2,0.03,-0.12,2,-4,12,-0.014,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
16,36,-0.02,-0.04,-1.1,-7,5,0.006,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
-381,0,-0.08,0.03,0.8,-9,-2,-0.01,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.016
296,-9,-0.15,0.15,-0.8,-14,-5,0.004,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.036
-274,2,-0.02,0.08,0.6,-8,-7,0,0,-0.0006,-0.0006,-0.0006,-0.0005,0,0,-0.0001,0,-0.0005,0.017
-323,-12,0.2,0.03,-0.7,-7,-3,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
-163,-15,-0.22,0.02,0.2,-10,2,-0.022,0,-0.0009,-0.001,-0.001,-0.001,0.0001,0,0,0,-0.001,0.016
283,-40,0.26,-0.15,-0.2,-8,18,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
-349,-13,-0.43,0.11,-1.7,-16,6,0.027,-1.1,-0.0006,-0.0006,-0.0006,-0.0008,0.0001,0,0.0001,0,-0.0008,0.032
43,-20,0.4,0.1,0.4,-12,-10,-0.005,1.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
-217,10,-0.39,-0.04,1.9,-14,12,-0.014,0,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.016
-168,-20,-0.22,-0.23,0.4,-6,25,-0.002,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-115,-12,0.14,0.02,1.1,-10,1,-0.017,0.4,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.037
229,11,0.22,0.06,1.6,-5,-4,-0.011,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.03
-131,6,0.29,0.09,-0.4,-6,-10,0.007,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0,0,0,-0.0003,0.02
-575,-4,0.07,-0.1,-0.3,-8,9,0.003,1.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
-178,-49,0.26,0.06,-0.2,-6,-6,-0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-17,-5,0.4,0.19,0.9,-15,-7,-0.009,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.036
-251,15,-0.03,0.22,0.7,-7,-23,-0.008,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
155,17,-0.9,0.4,-1.1,-20,-18,0.019,-0.8,-0.0007,-0.0008,-0.0008,-0.001,0.0002,0,0.0001,0,-0.001,0.024
-383,13,-0.12,0.12,-0.3,-12,-7,-0.004,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
-510,-45,0.14,0.07,1.5,-9,-5,-0.013,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.017
149,-53,-0.39,-0.1,-0.3,-12,17,0.008,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
-242,55,0.21,0.13,0.6,-5,-14,0,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
52,-38,-0.37,0.02,0.3,-14,7,-0.013,-0.6,-0.001,-0.0013,-0.0013,-0.0013,0.0002,0,0,0,-0.0013,0.024
-111,-1,-0.37,0.13,-0.2,-14,-6,-0.029,0,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.021
-60,29,0.33,0.13,0.4,-8,-14,-0.013,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
-504,-14,-0.43,0.16,0.9,-20,3,0.009,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.025
-28,-38,0.35,0.24,-0.4,-20,-1,0.008,-0.3,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.041
321,6,0.31,0.15,0.7,-5,-13,-0.001,-1.6,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
-123,-12,0.24,0.06,-1.5,-7,-5,0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,-0.0001,0,-0.0004,0.019
319,-19,0.22,0.08,0.8,-7,-7,-0.003,-0.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,-0.0001,0,-0.0005,0.021
548,28,-0.29,0.42,-0.2,-21,-16,-0.013,-0.5,-0.0019,-0.002,-0.002,-0.002,0.0001,0,0,0,-0.002,0.033
-308,-17,-0.19,0.04,0.1,-8,-2,0.002,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-81,-50,0.13,-0.1,0.4,-7,12,-0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.012
88,31,0.31,0.14,1.3,-9,-13,-0.006,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.024
860,23,0.21,0.03,0.7,-7,-4,0.003,0.5,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.02
-112,31,-0.31,0.11,-2.7,-19,5,0.016,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
-330,-7,0.36,0.15,-0.6,-20,3,-0.002,0.6,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.019
-132,-30,0.15,-0.06,0.6,-6,6,0.003,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.018
323,-20,0.49,-0.1,0.7,-6,11,-0.003,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-177,13,0.32,0.19,0.7,-15,-8,-0.005,0,-0.0016,-0.0015,-0.0015,-0.0015,-0.0002,0,0,0,-0.0015,0.039
-81,-6,-0.56,0.03,-0.1,-13,6,-0.004,-1.2,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.018
-268,-74,0.41,0,0,-7,2,0.001,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.019
-260,-19,-0.02,0.07,-0.2,-6,-6,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0,0,-0.0005,0.023
149,-49,-0.14,-0.11,1.7,-4,12,-0.002,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.021
66,8,-0.25,-0.07,-0.4,-8,11,0.007,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-90,-16,-0.06,-0.05,-0.5,-6,6,0.004,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.019
361,-7,-0.37,0.23,0.3,-20,-1,-0.009,-0.1,-0.0023,-0.0023,-0.0023,-0.0023,0,0,0,0,-0.0023,0.04
-150,19,-0.03,0.05,0.1,-6,-6,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-439,-8,-0.18,0.09,1.1,-7,-9,-0.014,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.021
42,-42,-0.17,-0.03,0.4,-6,3,-0.014,0.1,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.017
-176,26,0.15,0.02,0.8,-7,-5,-0.015,0,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.02
61,-14,-0.29,0.18,-0.4,-13,-16,0.004,1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
668,-59,-0.08,0.01,-2.7,-9,1,0.023,-0.4,-0.0001,-0.0001,-0.0001,-0.0001,0,0,0,0,-0.0001,0.016
239,23,-0.34,0.12,0.4,-6,-15,-0.015,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.019
-270,-1,-0.26,0.04,1.1,-10,-1,-0.01,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.017
45,-18,0.07,-0.04,-1,-8,5,0.002,0.1,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0,0,-0.0005,0.017
272,1,-0.16,0.13,0.1,-18,3,0.009,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.031
-602,-44,-0.75,0.09,1.2,-12,-4,-0.034,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.019
-474,-42,0.28,-0.06,0.6,-5,-3,-0.009,2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.031
-113,-5,-0.08,0.09,-0.3,-7,-8,-0.007,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
-86,-13,0.12,0.02,0.7,-6,1,-0.01,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.015
-317,-7,-0.19,0.07,-0.7,-7,-7,-0.003,0,-0.0004,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
145,-19,0.3,-0.02,0.1,-8,3,-0.006,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
364,21,-0.07,0.07,1.1,-5,-8,-0.012,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
352,9,0.1,-0.01,-1.1,-8,3,0.006,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-63,-44,0,0.08,1.5,-12,0,-0.01,-0.3,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.03
153,22,0.4,-0.02,0.6,-10,6,0.008,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
-91,-13,-0.03,-0.04,1.5,-6,5,-0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-87,-21,-0.19,0.09,-1.6,-11,-6,0.011,0.5,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
